0.899770,0.629386,-1
0.482719,0.930556,1
0.044931,0.914474,1
0.789171,0.523684,-1
0.489631,0.418421,1
0.779954,0.816520,1
0.478111,0.786842,1
0.775346,0.684942,-1
0.148618,0.673246,1
0.051843,0.695175,1
0.802995,0.538743,-1
0.369816,0.509503,-1
0.549539,0.692251,-1
0.729263,0.692251,-1
0.351382,0.934942,1
0.773041,0.854532,1
0.480415,0.841374,1
0.473502,0.874561,1
0.855991,0.839912,1
0.464286,0.604532,-1
0.081797,0.648392,1
0.351382,0.605994,-1
0.436636,0.910088,1
0.429724,0.967105,1
0.374424,0.528947,-1
0.229263,0.567105,1
0.187788,0.497368,1
0.508065,0.682018,-1
0.369816,0.693713,-1
0.178571,0.595760,1
0.738479,0.702632,-1
0.252304,0.942251,1
0.478111,0.746491,1
0.210829,0.866228,1
0.461982,0.629386,-1
0.183180,0.420175,1
0.411290,0.888158,1
0.662442,0.722953,-1
0.289171,0.834064,-1
0.745392,0.451754,-1
0.922811,0.493860,1
0.332949,0.779971,-1
0.726959,0.586988,-1
0.058756,0.872076,1
0.319124,0.600877,-1
0.740783,0.735965,-1
0.185484,0.511404,1
0.913594,0.537719,1
0.162442,0.579678,1
0.657834,0.747807,-1
0.118664,0.488596,1
0.828341,0.692251,-1
0.111751,0.913012,1
0.160138,0.467544,1
0.427419,0.668860,-1
0.703917,0.616228,-1
0.312212,0.753655,-1
0.620968,0.934942,1
0.987327,0.646930,-1
0.593318,0.917398,1
0.367512,0.651316,-1
0.132488,0.569152,1
0.738479,0.889620,1
0.740783,0.918860,1
0.392857,0.652778,-1
0.662442,0.566520,1
0.664747,0.783333,-1
0.494240,0.899854,1
0.093318,0.858918,1
0.637097,0.607456,1
0.390553,0.936404,1
0.975806,0.439474,1
0.722350,0.686404,-1
0.756912,0.652778,-1
0.178571,0.575292,1
0.664747,0.804386,-1
0.422811,0.572368,-1
0.206221,0.479825,1
0.355991,0.435965,-1
0.496544,0.857018,1
0.298387,0.801901,-1
0.644009,0.686404,-1
0.425115,0.528509,-1
0.266129,0.706871,-1
0.111751,0.866228,1
0.639401,0.818421,-1
0.116359,0.525439,1
0.183180,0.787281,1
0.807604,0.537281,-1
0.717742,0.716667,-1
0.538018,0.572807,1
0.975806,0.648392,-1
0.397465,0.702485,-1
0.164747,0.812135,1
0.593318,0.676170,-1
0.627880,0.591374,1
0.664747,0.696637,-1
0.093318,0.721491,1
0.319124,0.620614,-1
0.547235,0.705409,-1
0.540323,0.899854,1
0.540323,0.892544,1
0.618664,0.423684,-1
0.821429,0.896930,1
0.109447,0.645468,1
0.591014,0.718567,-1
0.662442,0.566520,1
0.581797,0.432456,-1
0.570276,0.816667,-1
0.312212,0.644006,-1
0.081797,0.774123,1
0.457373,0.864766,1
0.729263,0.673246,-1
0.570276,0.765351,-1
0.588710,0.619152,1
0.436636,0.753509,1
0.710829,0.861842,1
0.137097,0.760965,1
0.662442,0.949561,1
0.305300,0.854532,-1
0.390553,0.563596,-1
0.450461,0.409649,1
0.563364,0.777047,-1
0.351382,0.863304,-1
0.104839,0.727339,1
0.305300,0.740497,-1
0.600230,0.940789,1
0.927419,0.592105,1
0.466590,0.848684,1
0.192396,0.625000,1
0.273041,0.717105,-1
0.332949,0.924708,1
0.120968,0.831140,1
0.095622,0.894006,1
0.814516,0.820906,1
0.429724,0.934942,1
0.514977,0.516667,1
0.959677,0.557018,1
0.081797,0.801901,1
0.273041,0.712719,-1
0.194700,0.427193,1
0.597926,0.554825,1
0.538018,0.962719,1
0.305300,0.763889,-1
0.648618,0.728801,-1
0.637097,0.765351,-1
0.222350,0.813158,-1
0.144009,0.889620,1
0.381336,0.428947,-1
0.116359,0.544591,1
0.936636,0.499123,1
0.226959,0.532456,1
0.791475,0.749269,1
0.385945,0.608918,-1
0.485023,0.598684,-1
0.425115,0.857456,1
0.192396,0.880848,1
0.632488,0.474561,-1
0.805300,0.478070,-1
0.351382,0.689327,-1
0.194700,0.850146,1
0.074885,0.671784,1
0.584101,0.576754,1
0.561060,0.594298,1
0.837558,0.779971,1
0.687788,0.820175,-1
0.588710,0.722953,-1
0.141705,0.536404,1
0.203917,0.774561,-1
0.966590,0.822368,1
0.415899,0.535965,-1
0.422811,0.939327,1
0.623272,0.557749,1
0.660138,0.740497,-1
0.173963,0.620322,1
0.215438,0.858918,1
0.312212,0.706871,-1
0.671659,0.955409,1
0.517281,0.462281,1
0.807604,0.845760,1
0.623272,0.895468,1
0.664747,0.516813,1
0.164747,0.464035,1
0.782258,0.469298,-1
0.814516,0.885234,1
0.577189,0.541667,1
0.745392,0.692251,-1
0.365207,0.898392,1
0.190092,0.520175,1
0.593318,0.516813,1
0.547235,0.578216,1
0.736175,0.607456,-1
0.233871,0.618421,-1
0.510369,0.504386,1
0.697005,0.955409,1
0.782258,0.425439,-1
0.169355,0.626462,1
0.770737,0.889620,1
0.510369,0.937865,1
0.701613,0.886696,1
0.349078,0.626462,-1
0.650922,0.743421,-1
0.544931,0.929094,1
0.567972,0.661550,-1
0.508065,0.956871,1
0.482719,0.818421,1
0.554147,0.499123,1
0.789171,0.798977,1
0.584101,0.709795,-1
0.323733,0.841374,-1
0.964286,0.474561,1
0.406682,0.676170,-1
0.738479,0.661550,-1
0.839862,0.499123,-1
0.388249,0.608918,-1
0.554147,0.476316,1
0.169355,0.864766,1
0.058756,0.882310,1
0.471198,0.591374,-1
0.261521,0.535965,1
0.473502,0.420175,1
0.784562,0.556287,-1
0.618664,0.600146,1
0.692396,0.465789,-1
0.750000,0.951023,1
0.510369,0.883772,1
0.862903,0.661550,-1
0.450461,0.899854,1
0.570276,0.528509,1
0.222350,0.706140,-1
0.116359,0.485088,1
0.648618,0.739035,-1
0.710829,0.737719,-1
0.300691,0.698099,-1
0.793779,0.625000,-1
0.081797,0.823830,1
0.367512,0.908626,1
0.157834,0.464035,1
0.683180,0.776316,-1
0.381336,0.455263,-1
0.567972,0.927632,1
0.213134,0.629386,1
0.710829,0.981579,1
0.551843,0.522661,1
0.807604,0.488596,-1
0.697005,0.465789,-1
0.429724,0.668860,-1
0.485023,0.795614,1
0.422811,0.611842,-1
0.277650,0.829678,-1
0.641705,0.535819,1
0.226959,0.899854,1
0.478111,0.772807,1
0.874424,0.507895,1
0.150922,0.847222,1
0.132488,0.813596,1
0.913594,0.465789,1
0.445853,0.616228,-1
0.925115,0.514912,1
0.093318,0.649854,1
0.206221,0.728947,-1
0.353687,0.834064,-1
0.567972,0.842982,-1
0.683180,0.705409,-1
0.611751,0.714181,-1
0.141705,0.816520,1
0.236175,0.875000,1
0.609447,0.448246,-1
0.162442,0.654240,1
0.390553,0.942251,1
0.699309,0.448246,-1
0.761521,0.765351,1
0.480415,0.642544,-1
0.680876,0.740497,-1
0.563364,0.917398,1
0.171659,0.834064,1
0.107143,0.603070,1
0.544931,0.570906,1
0.256912,0.727193,-1
0.985023,0.579825,1
0.100230,0.752193,1
0.224654,0.660526,-1
0.067972,0.633772,1
0.574885,0.946637,1
0.125576,0.587573,1
0.683180,0.923246,1
0.420507,0.638158,-1
0.812212,0.546053,-1
0.344470,0.421930,-1
0.733871,0.439474,-1
0.549539,0.886696,1
0.922811,0.657164,-1
0.955069,0.528947,1
0.349078,0.411404,-1
0.514977,0.488596,1
0.125576,0.679678,1
0.388249,0.645468,-1
0.475806,0.435965,1
0.296083,0.687865,-1
0.091014,0.654240,1
0.784562,0.441228,-1
0.335253,0.682018,-1
0.904378,0.772661,1
0.150922,0.749269,1
0.164747,0.546053,1
0.236175,0.899854,1
0.203917,0.648246,-1
0.690092,0.703947,-1
0.775346,0.428947,-1
0.625576,0.952485,1
0.226959,0.792105,-1
0.261521,0.800439,-1
0.879032,0.421930,1
0.144009,0.642544,1
0.779954,0.835526,1
0.634793,0.616228,1
0.673963,0.524123,1
0.273041,0.901316,1
0.137097,0.509795,1
0.842166,0.673246,-1
0.941244,0.500877,1
0.634793,0.782895,-1
0.747696,0.553363,-1
0.669355,0.711257,-1
0.125576,0.683480,1
0.690092,0.725877,-1
0.839862,0.521930,-1
0.823733,0.585526,-1
0.655530,0.844737,-1
0.948157,0.569298,1
0.526498,0.458772,1
0.254608,0.756579,-1
0.395161,0.434211,-1
0.761521,0.543129,-1
0.247696,0.806287,-1
0.987327,0.435965,1
0.213134,0.483333,1
0.176267,0.819444,1
0.074885,0.595760,1
0.616359,0.755117,-1
0.132488,0.441228,1
0.353687,0.471053,-1
0.609447,0.816520,-1
0.448157,0.900877,1
0.517281,0.495614,1
0.968894,0.490351,1
0.766129,0.899854,1
0.593318,0.674708,-1
0.197005,0.450000,1
0.134793,0.588450,1
0.229263,0.725877,-1
0.093318,0.701023,1
0.657834,0.529971,1
0.312212,0.728801,-1
0.595622,0.733187,-1
0.994240,0.516667,1
0.554147,0.490351,1
0.911290,0.481579,1
0.118664,0.839912,1
0.443548,0.923246,1
0.692396,0.651316,-1
0.367512,0.639620,-1
0.353687,0.661550,-1
0.056452,0.896930,1
0.155530,0.491959,1
0.618664,0.825292,-1
0.418203,0.923246,1
0.233871,0.861842,1
0.450461,0.455263,1
0.127880,0.509649,1
0.243088,0.635965,-1
0.729263,0.632310,-1
0.157834,0.425439,1
0.579493,0.737573,-1
0.678571,0.693713,-1
0.655530,0.711257,-1
0.531106,0.674708,-1
0.779954,0.872076,1
0.134793,0.845760,1
0.547235,0.772807,-1
0.475806,0.911404,1
0.293779,0.679094,-1
0.777650,0.641082,-1
0.544931,0.535819,1
0.385945,0.514912,-1
0.245392,0.723684,-1
0.240783,0.749269,-1
0.508065,0.684942,-1
0.961982,0.579825,1
0.588710,0.451754,-1
0.630184,0.529971,1
0.074885,0.879386,1
0.814516,0.832602,1
0.860599,0.850146,1
0.736175,0.416667,-1
0.708525,0.674708,-1
0.459677,0.746491,1
0.358295,0.762427,-1
0.669355,0.837719,-1
0.961982,0.550000,1
0.302995,0.614912,-1
0.291475,0.784357,-1
0.528802,0.486842,1
0.874424,0.407895,1
0.637097,0.839474,-1
0.750000,0.642544,-1
0.342166,0.958333,1
0.190092,0.479825,1
0.966590,0.425439,1
0.123272,0.791667,1
0.379032,0.581140,-1
